Date,PM2_5,PM10
07-04-2020 00:00,28.34,84.89
08-04-2020 00:00,29.22,83.15
09-04-2020 00:00,34.77,84.18
10-04-2020 00:00,54.29,117.54
11-04-2020 00:00,60.81,126.13
12-04-2020 00:00,34.03,86.79
13-04-2020 00:00,52.17,126.03
14-04-2020 00:00,67.16,157.2
15-04-2020 00:00,59.69,201.14
16-04-2020 00:00,70.16,181.84
17-04-2020 00:00,25.27,83.51
18-04-2020 00:00,23.35,155.92
19-04-2020 00:00,39.54,85.95
20-04-2020 00:00,48.29,106.45
21-04-2020 00:00,40.64,90.89
22-04-2020 00:00,52.65,132.51
23-04-2020 00:00,54.09,121.41
24-04-2020 00:00,55.2,118.44
25-04-2020 00:00,31.56,79.65
26-04-2020 00:00,44.14,106.06
27-04-2020 00:00,24.92,45.93
28-04-2020 00:00,43.85,80.23
29-04-2020 00:00,55.98,115.74
30-04-2020 00:00,50.95,108.46
01-05-2020 00:00,54.28,123.04
02-05-2020 00:00,32.53,92.52
03-05-2020 00:00,30.51,67.97
04-05-2020 00:00,31.13,61.47
05-05-2020 00:00,55,106.03
06-05-2020 00:00,52.83,145.27
07-05-2020 00:00,34.7,87.64
08-05-2020 00:00,44.68,98.78
09-05-2020 00:00,56.89,119.9
10-05-2020 00:00,41.38,102.94
11-05-2020 00:00,41,82.54
12-05-2020 00:00,38.62,79.18
13-05-2020 00:00,54.18,133.1
14-05-2020 00:00,43.1,126.3
15-05-2020 00:00,44.89,109.41
16-05-2020 00:00,97.05,167.02
17-05-2020 00:00,86.71,196.77
18-05-2020 00:00,90,211.42
19-05-2020 00:00,97.2,232.57
20-05-2020 00:00,71.07,174.65
21-05-2020 00:00,55.46,193.71
22-05-2020 00:00,102.23,239.25
23-05-2020 00:00,91.47,262.83
24-05-2020 00:00,59.46,206.64
25-05-2020 00:00,57.51,184.15
26-05-2020 00:00,53.41,214.5
27-05-2020 00:00,45.1,181.06
28-05-2020 00:00,36.7,250.51
29-05-2020 00:00,25.31,74.44
30-05-2020 00:00,23.54,56.82
31-05-2020 00:00,22.05,42.61
01-06-2020 00:00,50.6,105.15
02-06-2020 00:00,44.06,114.96
03-06-2020 00:00,54.52,142.63
04-06-2020 00:00,61.63,158.5
05-06-2020 00:00,45.51,93.37
06-06-2020 00:00,32.14,79.68
07-06-2020 00:00,42.65,100.22
08-06-2020 00:00,50.87,126.71
09-06-2020 00:00,73.95,180.1
10-06-2020 00:00,68.2,193.12
11-06-2020 00:00,56.55,164.53
12-06-2020 00:00,59.66,146.17
13-06-2020 00:00,53.09,157.25
14-06-2020 00:00,68.84,169.58
15-06-2020 00:00,49.07,137.56
16-06-2020 00:00,39.56,109.44
17-06-2020 00:00,31.6,80.2
18-06-2020 00:00,40.36,96.54
19-06-2020 00:00,49.99,199.01
20-06-2020 00:00,34.36,130.08
21-06-2020 00:00,41.93,111.67
22-06-2020 00:00,40.46,80.31
23-06-2020 00:00,25.92,55.62
24-06-2020 00:00,31.72,60.95
25-06-2020 00:00,43.15,101.37
26-06-2020 00:00,50.28,141.61
27-06-2020 00:00,39.68,189.14
28-06-2020 00:00,53.83,338.49
29-06-2020 00:00,39.19,188.76
30-06-2020 00:00,39.95,96.95
01-07-2020 00:00,48,116.43
02-07-2020 00:00,64.56,146.74
03-07-2020 00:00,66.01,161.61
04-07-2020 00:00,45.14,95.52
05-07-2020 00:00,29.27,51.5
06-07-2020 00:00,41.72,74.5
07-07-2020 00:00,21.34,37.44
08-07-2020 00:00,26.45,50.22
09-07-2020 00:00,35.56,77.93
10-07-2020 00:00,35.93,90.85
11-07-2020 00:00,30.95,69.6
12-07-2020 00:00,24.53,58.31
13-07-2020 00:00,28.86,122.04
14-07-2020 00:00,43.13,159.98
15-07-2020 00:00,39.52,93.9
16-07-2020 00:00,28.54,61.21
17-07-2020 00:00,44.68,80.55
18-07-2020 00:00,40.2,75.7
19-07-2020 00:00,34.21,81.83
20-07-2020 00:00,27.37,67.97
21-07-2020 00:00,27.39,59.12
22-07-2020 00:00,26.09,68.39
23-07-2020 00:00,40.1,98.39
24-07-2020 00:00,37.79,70.31
25-07-2020 00:00,29.04,51.41
26-07-2020 00:00,39.86,80.7
27-07-2020 00:00,39.83,116.32
28-07-2020 00:00,31.56,97.8
29-07-2020 00:00,28.1,80.53
30-07-2020 00:00,25.7,59.55
31-07-2020 00:00,39.09,91.96
01-08-2020 00:00,28.23,80.37
02-08-2020 00:00,24.16,77.24
03-08-2020 00:00,29.89,90.17
04-08-2020 00:00,36.16,70.03
05-08-2020 00:00,37.86,85.92
06-08-2020 00:00,14.41,52.62
07-08-2020 00:00,22.26,55.33
08-08-2020 00:00,49.45,97.42
09-08-2020 00:00,32.07,72.92
10-08-2020 00:00,26.42,47.06
11-08-2020 00:00,43.07,85.11
12-08-2020 00:00,51.62,89.43
13-08-2020 00:00,18.17,28.67
14-08-2020 00:00,20.03,34.1
15-08-2020 00:00,29.75,44.95
16-08-2020 00:00,22.58,34.49
17-08-2020 00:00,31.56,64.3
18-08-2020 00:00,30.52,87.2
19-08-2020 00:00,20.32,43.61
20-08-2020 00:00,17.99,29.05
21-08-2020 00:00,19.56,40.51
22-08-2020 00:00,12.13,32.33
23-08-2020 00:00,15.57,32.02
24-08-2020 00:00,14.69,28.06
25-08-2020 00:00,21.88,52.9
26-08-2020 00:00,24.05,78.76
27-08-2020 00:00,22.76,69.06
28-08-2020 00:00,28.59,79
29-08-2020 00:00,31.05,73.48
30-08-2020 00:00,15.31,36.8
31-08-2020 00:00,13.83,33.01
01-09-2020 00:00,20.37,61.36
02-09-2020 00:00,19.07,52.94
03-09-2020 00:00,33.03,73.88
04-09-2020 00:00,44.56,74.65
05-09-2020 00:00,30.11,75.83
06-09-2020 00:00,29.53,76.54
07-09-2020 00:00,47.66,110.16
08-09-2020 00:00,34.7,100.1
09-09-2020 00:00,56.75,137.93
10-09-2020 00:00,55.69,141.22
11-09-2020 00:00,59.44,155.2
12-09-2020 00:00,75.46,169.24
13-09-2020 00:00,75.64,163.31
14-09-2020 00:00,74.08,166.8
15-09-2020 00:00,72.27,171.75
16-09-2020 00:00,74.67,189.97
17-09-2020 00:00,79.54,168.85
18-09-2020 00:00,44.05,123.69
19-09-2020 00:00,60.14,141.88
20-09-2020 00:00,72.67,167.08
21-09-2020 00:00,64.86,155.07
22-09-2020 00:00,35.85,91.31
23-09-2020 00:00,23.24,64.56
24-09-2020 00:00,37.52,98.55
25-09-2020 00:00,76.99,304.64
26-09-2020 00:00,74.68,239.88
27-09-2020 00:00,48.19,174.61
28-09-2020 00:00,70.66,292.42
29-09-2020 00:00,72.34,263.82
30-09-2020 00:00,61.11,221.95
01-10-2020 00:00,65.35,241.75
02-10-2020 00:00,78.51,234.31
03-10-2020 00:00,85.05,266.92
04-10-2020 00:00,82.63,258.09
05-10-2020 00:00,69.72,236.94
06-10-2020 00:00,90.64,268.62
07-10-2020 00:00,105.77,282.56
08-10-2020 00:00,99.23,266.77
09-10-2020 00:00,98.31,283.71
10-10-2020 00:00,101.42,259.08
11-10-2020 00:00,101.13,250.29
12-10-2020 00:00,131.42,306.74
13-10-2020 00:00,132.32,287.84
14-10-2020 00:00,129.19,281.06
15-10-2020 00:00,158.45,348.53
16-10-2020 00:00,121.82,302.23
17-10-2020 00:00,140.74,350.71
18-10-2020 00:00,112.18,278.28
19-10-2020 00:00,113.66,288
20-10-2020 00:00,111.31,294.85
21-10-2020 00:00,111.03,324.8
22-10-2020 00:00,153.01,374.77
23-10-2020 00:00,203.87,444.48
24-10-2020 00:00,172.02,382.06
25-10-2020 00:00,189.33,389.28
26-10-2020 00:00,181.88,397.69
27-10-2020 00:00,152.89,349.33
28-10-2020 00:00,176.57,389.54
29-10-2020 00:00,210.6,424.18
30-10-2020 00:00,198.78,398.97
31-10-2020 00:00,249.67,453.71
01-11-2020 00:00,252.14,447.18
02-11-2020 00:00,157.44,346.57
03-11-2020 00:00,140.02,347.64
04-11-2020 00:00,300.27,532.5
05-11-2020 00:00,254.7,459.84
06-11-2020 00:00,246.1,469.98
07-11-2020 00:00,307.77,557.03
08-11-2020 00:00,319.99,566.17
09-11-2020 00:00,473.92,735.57
10-11-2020 00:00,465.01,512.09
11-11-2020 00:00,173.29,365
12-11-2020 00:00,165.65,367.66
13-11-2020 00:00,154.75,351.29
14-11-2020 00:00,384.76,549.48
15-11-2020 00:00,292.48,357.96
16-11-2020 00:00,68.14,107.2
17-11-2020 00:00,69.49,150.92
18-11-2020 00:00,96.15,204.38
19-11-2020 00:00,116.31,270.69
20-11-2020 00:00,131.02,267.21
21-11-2020 00:00,100.96,213.68
22-11-2020 00:00,126.99,264.2
23-11-2020 00:00,164.44,351.76
24-11-2020 00:00,224.56,443.68
25-11-2020 00:00,207,371.54
26-11-2020 00:00,88.96,168.04
27-11-2020 00:00,64.1,155.95
28-11-2020 00:00,98.43,210.49
29-11-2020 00:00,105.71,225.03
30-11-2020 00:00,154.04,315.24
01-12-2020 00:00,199.35,389.32
02-12-2020 00:00,176.11,350.35
03-12-2020 00:00,165.55,338.46
04-12-2020 00:00,233.31,414.92
05-12-2020 00:00,234.97,363.45
06-12-2020 00:00,227.01,407.12
07-12-2020 00:00,263.69,462.02
08-12-2020 00:00,228.51,420.91
09-12-2020 00:00,202.09,448.85
10-12-2020 00:00,133.39,367.54
11-12-2020 00:00,166.88,358.04
12-12-2020 00:00,217.18,365.32
13-12-2020 00:00,108.6,206.03
14-12-2020 00:00,71.53,132.09
15-12-2020 00:00,122.31,231.36
16-12-2020 00:00,113.03,221.27
17-12-2020 00:00,130.15,232.48
18-12-2020 00:00,118.58,254.51
19-12-2020 00:00,148.98,302.81
20-12-2020 00:00,153.79,309.2
21-12-2020 00:00,173.17,361.37
22-12-2020 00:00,318.68,577.68
23-12-2020 00:00,346.78,622.69
24-12-2020 00:00,317.63,554.07
25-12-2020 00:00,199.97,390.44
26-12-2020 00:00,208.22,406.38
27-12-2020 00:00,272.29,506.38
28-12-2020 00:00,102.67,301
29-12-2020 00:00,129.86,322.61
30-12-2020 00:00,134.96,257.77
31-12-2020 00:00,201.28,332.51
01-01-2021 00:00,390.89,585.24
02-01-2021 00:00,277.45,380.52
03-01-2021 00:00,129.15,172.67
04-01-2021 00:00,65.65,97.18
05-01-2021 00:00,61.18,101.37
06-01-2021 00:00,116.78,195.29
07-01-2021 00:00,101.44,199.18
08-01-2021 00:00,141.98,264.51
09-01-2021 00:00,130.02,269.8
10-01-2021 00:00,104.45,198.89
11-01-2021 00:00,101.13,196.45
12-01-2021 00:00,180.67,327.93
13-01-2021 00:00,246.04,467.1
14-01-2021 00:00,425.13,682.18
15-01-2021 00:00,430.62,657.44
16-01-2021 00:00,266.74,395.78
17-01-2021 00:00,193.82,209.98
18-01-2021 00:00,207.97,322.45
19-01-2021 00:00,252.62,418.64
20-01-2021 00:00,108.04,181.06
21-01-2021 00:00,140.37,189.8
22-01-2021 00:00,225.49,307.74
23-01-2021 00:00,142.87,205.45
24-01-2021 00:00,206.8,435.42
25-01-2021 00:00,166.32,341.02
26-01-2021 00:00,169.82,322.76
27-01-2021 00:00,184.02,381.78
28-01-2021 00:00,312.1,551.66
29-01-2021 00:00,229.2,447.25
30-01-2021 00:00,136.59,295.45
31-01-2021 00:00,185.59,460.24
01-02-2021 00:00,307.01,643.14
02-02-2021 00:00,206.76,483.17
03-02-2021 00:00,162.17,268.48
04-02-2021 00:00,122.91,211.47
05-02-2021 00:00,77.31,233.54
06-02-2021 00:00,92.55,217.87
07-02-2021 00:00,120,251.05
08-02-2021 00:00,178.06,482.15
09-02-2021 00:00,184.34,346.26
10-02-2021 00:00,139.06,318.25
11-02-2021 00:00,169.4,356.17
12-02-2021 00:00,222.12,424.27
13-02-2021 00:00,196.67,372.39
14-02-2021 00:00,229.5,462.3
15-02-2021 00:00,184.64,397.28
16-02-2021 00:00,185.57,386.7
17-02-2021 00:00,179.53,409.09
18-02-2021 00:00,191.47,434.07
19-02-2021 00:00,153.49,341.91
20-02-2021 00:00,129.73,294.69
21-02-2021 00:00,158.68,323.93
22-02-2021 00:00,132.1,301.75
23-02-2021 00:00,107.5,311.53
24-02-2021 00:00,132.45,353.24
25-02-2021 00:00,127.97,350.16
26-02-2021 00:00,88.87,260.92
27-02-2021 00:00,71.86,277.98
28-02-2021 00:00,75.43,256.54
01-03-2021 00:00,60.65,228.13
02-03-2021 00:00,58.14,205.12
03-03-2021 00:00,126.46,323.74
04-03-2021 00:00,175.09,450.96
05-03-2021 00:00,119.21,300.42
06-03-2021 00:00,111.41,284.75
07-03-2021 00:00,118.92,291.52
08-03-2021 00:00,109.68,252.02
09-03-2021 00:00,118.34,271.99
10-03-2021 00:00,68.19,212.11
11-03-2021 00:00,119.42,303.03
12-03-2021 00:00,67.64,197.8
13-03-2021 00:00,89.1,250.87
14-03-2021 00:00,81.63,237.77
15-03-2021 00:00,90.12,273.81
16-03-2021 00:00,97.4,349.96
17-03-2021 00:00,106.39,397.27
18-03-2021 00:00,130.09,450.56
19-03-2021 00:00,113.15,342.29
20-03-2021 00:00,105.07,281.13
21-03-2021 00:00,101.77,266.96
22-03-2021 00:00,68.6,231.18
23-03-2021 00:00,56.48,257.39
24-03-2021 00:00,52.06,173.94
25-03-2021 00:00,41.2,139.93
26-03-2021 00:00,61.12,183.31
27-03-2021 00:00,88.55,244.84
28-03-2021 00:00,104.95,259.3
29-03-2021 00:00,95.7,215.49
30-03-2021 00:00,91.1,335.03
31-03-2021 00:00,56.71,214.07
